ID,Journalist,Channel,Newspaper,Region,City,Topic,Headline,Ratings,Revenue,Airtime,SentimentScore,BiasScore,Viewership,Shares,AdSpend,ControversyFlag,MissingDataFlag,Date,Language,PoliticalAffiliation,SocialMediaInteractions,ExpectedDomain,DomainFlag
5328,Talat Hussain,ARY News,Daily Pakistan,Balochistan,Quetta,Education,Education ministry faces criticism,,,,-1.641688896,,47.18847055,,10000000.0,1,0,2018-09-23,ENG,Pro-Govt,40456.0,"['Politics', 'Media']",0
5329,Shahzeb Khanzada,ARY News,Daily Pakistan,KPK,Peshawar,Sports,Karachi Kings beat Multan Sultans,,20000000.0,,1.39321187,4.0,4.789664871,,10000000.0,,0,2021-04-25,,Pro-Govt,27258.0,"['Politics', 'Economy', 'Media']",0
5330,Shahzeb Khanzada,Samaa TV,Nawa-i-Waqt,Punjab,Lahore,Environment,Thousands displaced due to rains,,5000000.0,463.0,,1.0,6.825409882,,10000000.0,1,0,2025-02-11,,Pro-Govt,15133.0,"['Politics', 'Economy', 'Media']",0
5331,Saleem Safi,Express News,Express Tribune,AJK,Muzaffarabad,Sports,Hockey team faces funding crisis,100.0,5000000.0,491.0,0.4780405875,,1591995.0,150706.0,5000000.0,,0,2023-01-28,ENG,Pro-Govt,,"['Politics', 'Terrorism']",0
5332,Talat Hussain,Dawn News,Daily Pakistan,AJK,Muzaffarabad,Crime,Chief Justice orders suo moto on Karachi violence,45.75740009,1000000.0,,,0.0,49.86227944,6074.0,,1,0,2022-08-22,ENG,Pro-Govt,,"['Politics', 'Media']",0
5333,Shahzeb Khanzada,Express News,The News,Sindh,Hyderabad,Education,New universities to be established,,20000000.0,156.0,,,637003.0,,10000000.0,0,0,2021-04-13,English,,37990.0,"['Politics', 'Economy', 'Media']",0
5334,Kamran Shahid,Geo News,Nawa-i-Waqt,Punjab,Rawalpindi,Politics,Government announces new health policy,44.29342264,1125316.0,,,,4.410330649,,,1,0,2023-05-17,ENG,Neutral,40022.0,"['Politics', 'Media']",1
5335,Owais Tohid,Express News,The News,Punjab,Lahore,Politics,Government to increase petrol price by Rs. 20,,20000000.0,103.0,,1.0,1378048.0,,5000000.0,0,0,2018-01-23,English,Opposition,20819.0,"['Media', 'Politics']",1
5336,Mohsin Raza,Hum News,Jang,KPK,Peshawar,Crime,ARY anchor arrested in midnight raid,3.654628492,,110.0,-1.799352076,,938310.0,52005.0,5000000.0,0,0,2025-07-10,Urdu,Pro-Govt,14730.0,"['Media', 'Politics']",0
5337,Kamran Khan,Samaa TV,Nawa-i-Waqt,Sindh,Hyderabad,Crime,Chief Justice orders suo moto on Karachi violence,,,245.0,,3.0,,,5000000.0,1,0,2024-10-09,,Neutral,6133.0,"['Politics', 'Economy', 'Sports', 'Media']",0
5338,Owais Tohid,Hum News,Daily Pakistan,AJK,Muzaffarabad,Education,Health workers go on strike in Punjab,,20000000.0,391.0,0.1091669838,,29.51918386,,10000000.0,0,0,2023-06-16,urdu,Neutral,,"['Media', 'Politics']",0
5339,Saleem Safi,Dawn News,The News,AJK,Muzaffarabad,Education,Punjab bans junk food in schools,,,477.0,,,,,,1,0,2025-02-18,ENG,Neutral,8574.0,"['Politics', 'Terrorism']",0
5340,Najam Sethi,Geo News,The News,AJK,Muzaffarabad,Economy,HEC budget slashed again,93.50346114,1000000.0,463.0,,5.0,382728.0,,10000000.0,0,0,2022-04-17,,Neutral,,"['Politics', 'Media', 'Sports']",0
5341,Kamran Khan,Dawn News,Jang,Punjab,Lahore,Economy,HEC budget slashed again,66.01419291,6812998.0,,,0.0,,122566.0,5000000.0,1,0,2018-12-06,urdu,Neutral,49362.0,"['Politics', 'Economy', 'Sports', 'Media']",1
5342,Ansar Abbasi,AbbTakk News,Jang,Sindh,Karachi,Politics,Khan addresses rally in Multan,5.072043571,1000000.0,80.0,,,15.77578319,,,1,0,2018-07-01,,Pro-Govt,,"['Judiciary', 'Politics']",1
5343,Mohsin Raza,ARY News,Daily Pakistan,AJK,Muzaffarabad,Economy,Trade deficit widens again,,8949538.0,56.0,-0.8781906164,2.0,,,,0,0,2025-10-28,Urdu,,,"['Media', 'Politics']",0
5344,Mohsin Raza,Geo News,Daily Pakistan,Sindh,Hyderabad,Media,Health workers go on strike in Punjab,,1000000.0,117.0,-1.713141149,4.0,24.12806854,167380.0,5000000.0,0,0,2023-06-02,urdu,Neutral,,"['Media', 'Politics']",1
5345,Kamran Shahid,Express News,Express Tribune,AJK,Muzaffarabad,Health,Vaccination drive faces shortage,,1000000.0,,-1.937291916,,998002.0,,,1,0,2020-09-26,urdu,Pro-Govt,11666.0,"['Politics', 'Media']",0
5346,Najam Sethi,Hum News,Daily Pakistan,AJK,Muzaffarabad,Media,Ban on talkshows sparks outrage,,20000000.0,,0.7420398141,,7.750158231,93252.0,10000000.0,0,0,2019-08-06,ENG,Opposition,,"['Politics', 'Media', 'Sports']",1
5347,Rauf Klasra,ARY News,Jang,Punjab,Rawalpindi,Health,Polio cases reported in KPK,,19536739.0,,0.568676893,-1.0,38.98713168,,1486800.644,1,0,2020-01-14,English,,,"['Politics', 'Economy']",0
5348,Asma Shirazi,Geo News,Dawn,Punjab,Rawalpindi,Politics,Supreme Court issues notice on corruption case,69.16380966,1000000.0,,,-1.0,1524763.0,,1175614.367,1,0,2024-11-20,ENG,,,"['Politics', 'Media']",1
5349,Mohsin Raza,Geo News,Daily Pakistan,Balochistan,Quetta,Education,Punjab launches scholarship scheme,87.50939158,,,,4.0,47.1532744,38403.0,,1,0,2023-10-12,Urdu,Pro-Govt,,"['Media', 'Politics']",0
5350,Mohsin Raza,ARY News,Jang,Islamabad,Islamabad,Politics,Health workers go on strike in Punjab,19.72184253,5000000.0,,-1.825187885,,,,5000000.0,1,0,2021-02-09,English,Pro-Govt,,"['Media', 'Politics']",1
5351,Umar Cheema,Samaa TV,Nawa-i-Waqt,Sindh,Karachi,Judiciary,Case adjourned till next week,90.75833288,16637446.0,,,-1.0,1180614.0,,10000000.0,,0,2024-05-23,,,,"['Crime', 'Politics']",0
5352,Mohsin Raza,Samaa TV,Nawa-i-Waqt,KPK,Peshawar,Terrorism,Quetta blast: ISPR releases statement,,5000000.0,31.0,-0.4594344319,,57825.0,,3982729.885,,0,2022-05-27,,Pro-Govt,,"['Media', 'Politics']",0
5353,Kamran Shahid,Geo News,Dawn,AJK,Muzaffarabad,Terrorism,Army chief meets PM over political crisis,67.71984943,5000000.0,,-0.007415751298,1.0,25.72396043,,10000000.0,0,0,2023-07-24,English,Neutral,,"['Politics', 'Media']",0
5354,Talat Hussain,ARY News,The News,KPK,Peshawar,Health,Polio cases reported in KPK,,,440.0,,-1.0,,183415.0,2269827.466,,0,2018-10-11,English,Opposition,,"['Politics', 'Media']",0
5355,Mohsin Raza,Hum News,Nawa-i-Waqt,AJK,Muzaffarabad,Health,Hospitals face medicine shortages,100.0,5722463.0,,,,,,5000000.0,0,0,2020-11-02,ENG,Neutral,28752.0,"['Media', 'Politics']",0
5356,Talat Hussain,ARY News,The News,Punjab,Lahore,Sports,Cricket team departs for World Cup,,20000000.0,,-1.093936956,,25.76630367,,1319766.12,,0,2023-10-27,urdu,Neutral,,"['Politics', 'Media']",0
5357,Umar Cheema,Samaa TV,The News,Islamabad,Islamabad,Judiciary,Lawyers boycott proceedings,67.99133252,7603449.0,487.0,,-1.0,34.62275989,,2066931.617,0,0,2024-04-18,English,Opposition,,"['Crime', 'Politics']",0
5358,Mohsin Raza,Geo News,Nawa-i-Waqt,Punjab,Lahore,Sports,Pakistan football team defeats India,,,411.0,-0.148727476,3.0,851679.0,126643.0,10000000.0,0,0,2018-12-27,Urdu,,5474.0,"['Media', 'Politics']",0
5359,Shahzeb Khanzada,Hum News,The News,Punjab,Lahore,Health,Mental health awareness campaign launched,,1000000.0,474.0,,,503558.0,119181.0,5000000.0,0,0,2018-05-02,Urdu,,,"['Politics', 'Economy', 'Media']",0
5360,Dr. Shahid Masood,ARY News,Dawn,KPK,Peshawar,Media,Journalists protest censorship in Islamabad,,1000000.0,124.0,0.223440434,1.0,40.59900103,,5000000.0,1,0,2020-07-02,ENG,Pro-Govt,10349.0,"['Politics', 'Judiciary']",0
5361,Umar Cheema,ARY News,Dawn,KPK,Peshawar,Health,Polio cases reported in KPK,67.2831657,20000000.0,153.0,,,,,5000000.0,,0,2020-10-27,Urdu,Neutral,44970.0,"['Crime', 'Politics']",0
5362,Asma Shirazi,Hum News,Daily Pakistan,Punjab,Rawalpindi,Crime,Top court rejects NAB report,80.12366205,5000000.0,412.0,-1.6846674,,7.73664898,180123.0,10000000.0,1,0,2021-01-10,ENG,Opposition,,"['Politics', 'Media']",0
5363,Talat Hussain,Dawn News,Express Tribune,Balochistan,Quetta,Economy,Pakistan seeks investment from Gulf countries,100.0,,227.0,-0.6414098425,3.0,17.87628955,,5000000.0,,0,2024-03-14,ENG,Pro-Govt,34650.0,"['Politics', 'Media']",0
5364,Umar Cheema,Hum News,Daily Pakistan,Punjab,Rawalpindi,Terrorism,Five soldiers martyred in ambush,33.28250946,8650878.0,,1.389713935,,23.21375101,125479.0,10000000.0,1,0,2023-04-08,urdu,Opposition,,"['Crime', 'Politics']",0
5365,Saleem Safi,Dawn News,Dawn,AJK,Muzaffarabad,Crime,Remittances fall sharply in July,,5000000.0,162.0,-0.2875532098,1.0,41.56094783,60496.0,5000000.0,,0,2024-02-26,ENG,,,"['Politics', 'Terrorism']",0
5366,Shahzeb Khanzada,Dawn News,Dawn,Punjab,Lahore,Sports,Babar Azam century wins the game,,1000000.0,,-0.1743997101,1.0,224155.0,,10000000.0,0,0,2022-12-06,urdu,Pro-Govt,24299.0,"['Politics', 'Economy', 'Media']",0
5367,Kamran Khan,ARY News,Express Tribune,KPK,Peshawar,Sports,Mental health awareness campaign launched,8.161082142,,93.0,,3.0,545394.0,,,0,0,2019-05-21,ENG,Opposition,28443.0,"['Politics', 'Economy', 'Sports', 'Media']",1
5368,Umar Cheema,Geo News,The News,Punjab,Lahore,Health,New universities to be established,79.94677234,20000000.0,200.0,0.8103378086,-1.0,,,,,0,2022-09-17,,Opposition,5635.0,"['Crime', 'Politics']",0
5369,Umar Cheema,Geo News,The News,KPK,Peshawar,Crime,ARY anchor arrested in midnight raid,,,18.0,,,,60119.0,,,0,2023-02-05,English,Pro-Govt,,"['Crime', 'Politics']",1
5370,Rauf Klasra,Geo News,Daily Pakistan,Balochistan,Quetta,Education,Teachers boycott classes in KP,,,,1.340620779,,13.13193309,,,0,0,2020-09-02,urdu,Pro-Govt,,"['Politics', 'Economy']",0
5371,Umar Cheema,Geo News,Jang,Punjab,Multan,Sports,Pakistan faces defeat in hockey series,,20000000.0,,,4.0,,,,1,0,2019-09-01,Urdu,Pro-Govt,10849.0,"['Crime', 'Politics']",0
5372,Nusrat Javed,Geo News,Jang,Islamabad,Islamabad,Sports,Pakistan football team defeats India,,,,-1.19471426,,40.97372325,41084.0,5000000.0,,0,2018-10-21,,Opposition,18756.0,"['Politics', 'Media']",0
5373,Kamran Khan,Samaa TV,Nawa-i-Waqt,Punjab,Lahore,Media,PEMRA issues warning to multiple channels,12.18985302,1000000.0,399.0,-1.82670437,5.0,20.45115703,107436.0,5000000.0,1,0,2024-05-02,,Neutral,,"['Politics', 'Economy', 'Sports', 'Media']",1
5374,Umar Cheema,Dawn News,Dawn,AJK,Muzaffarabad,Politics,Opposition stages walkout in National Assembly,71.144834,20000000.0,164.0,,-1.0,29.79687752,,2324112.593,1,0,2022-09-16,English,Neutral,,"['Crime', 'Politics']",1
5375,Kamran Shahid,ARY News,Dawn,Punjab,Rawalpindi,Terrorism,TTP commander killed in operation,,15255004.0,15.0,,,,,10000000.0,0,0,2018-01-08,,Neutral,,"['Politics', 'Media']",0
5376,Matiullah Jan,Hum News,Daily Pakistan,Sindh,Karachi,Terrorism,TTP commander killed in operation,,,,1.853475794,3.0,37.83338968,,3680887.868,1,0,2019-04-27,,Pro-Govt,26686.0,"['Judiciary', 'Politics']",0
5377,Ansar Abbasi,Geo News,Dawn,AJK,Muzaffarabad,Economy,Pakistan seeks investment from Gulf countries,,,,,,,100503.0,5000000.0,1,0,2018-12-06,ENG,Pro-Govt,,"['Judiciary', 'Politics']",0
5378,Ansar Abbasi,Samaa TV,Express Tribune,Balochistan,Quetta,Economy,Pakistan seeks investment from Gulf countries,,5000000.0,393.0,,-1.0,,,5000000.0,1,0,2024-11-11,English,,,"['Judiciary', 'Politics']",0
5379,Mohsin Raza,Samaa TV,Express Tribune,Punjab,Lahore,Sports,Pakistan football team defeats India,100.0,2559600.0,347.0,,5.0,,,,1,0,2019-12-12,urdu,Neutral,,"['Media', 'Politics']",0
5380,Umar Cheema,ARY News,Dawn,Punjab,Rawalpindi,Economy,Stock exchange crashes amid crisis,99.72912434,20000000.0,,1.400886327,3.0,,186484.0,10000000.0,,0,2021-01-13,,Neutral,,"['Crime', 'Politics']",0
5381,Rauf Klasra,Dawn News,Daily Pakistan,Punjab,Rawalpindi,Media,Digital media gaining popularity,,20000000.0,184.0,,3.0,917097.0,,,0,0,2020-04-03,English,,,"['Politics', 'Economy']",0
5382,Umar Cheema,Samaa TV,Daily Pakistan,Punjab,Multan,Judiciary,Case adjourned till next week,,5000000.0,,1.764141197,3.0,35.48179735,,10000000.0,0,0,2019-08-09,Urdu,Neutral,20763.0,"['Crime', 'Politics']",0
5383,Saleem Safi,AbbTakk News,Daily Pakistan,KPK,Peshawar,Health,COVID resurfaces in Islamabad schools,,20000000.0,137.0,,2.0,852576.0,,,0,0,2020-06-27,ENG,Neutral,,"['Politics', 'Terrorism']",0
5384,Owais Tohid,Dawn News,Nawa-i-Waqt,KPK,Peshawar,Crime,Chief Justice orders suo moto on Karachi violence,,,310.0,,1.0,542463.0,8929.0,10000000.0,,0,2022-11-07,ENG,,31820.0,"['Media', 'Politics']",0
5385,Ansar Abbasi,Dawn News,The News,Sindh,Karachi,Terrorism,Attack on Army convoy in Waziristan,,,298.0,-0.721392589,2.0,222381.0,10671.0,,,0,2018-12-13,urdu,Opposition,,"['Judiciary', 'Politics']",0
5386,Kamran Khan,Samaa TV,Jang,Punjab,Multan,Judiciary,Villages submerged in southern Punjab,,,,-0.7140103631,,728191.0,122168.0,,,0,2020-10-19,English,Pro-Govt,41226.0,"['Politics', 'Economy', 'Sports', 'Media']",0
5387,Kamran Shahid,Express News,The News,Islamabad,Islamabad,Sports,Women cricket team sets new record,16.59327582,6566369.0,,0.9751942788,-1.0,,79755.0,37066.45538,,0,2021-03-19,Urdu,,22444.0,"['Politics', 'Media']",0
5388,Ansar Abbasi,Hum News,Jang,AJK,Muzaffarabad,Health,Dengue cases rising in Lahore hospitals,88.19678385,,,-0.4631562425,3.0,45.27036295,70671.0,5000000.0,0,0,2020-08-20,Urdu,,,"['Judiciary', 'Politics']",0
5389,Ansar Abbasi,ARY News,Daily Pakistan,Punjab,Rawalpindi,Economy,Stock exchange crashes amid crisis,,20000000.0,,1.659176904,,,144269.0,5000000.0,1,0,2024-03-03,,Pro-Govt,,"['Judiciary', 'Politics']",0
5390,Rauf Klasra,Samaa TV,Dawn,Punjab,Multan,Education,Student unions demand restoration,100.0,5000000.0,,-0.358779994,1.0,751297.0,40397.0,2344754.013,1,0,2023-09-18,English,Pro-Govt,,"['Politics', 'Economy']",0
5391,Rauf Klasra,AbbTakk News,Nawa-i-Waqt,Punjab,Multan,Education,Senate passes constitutional amendment,38.11253335,20000000.0,,-0.8932023976,,,4094.0,10000000.0,0,0,2020-11-05,urdu,Pro-Govt,11719.0,"['Politics', 'Economy']",0
5392,Kamran Khan,ARY News,The News,Punjab,Rawalpindi,Crime,Top court rejects NAB report,58.68937964,5000000.0,36.0,,,433774.0,,4602354.207,,0,2023-02-07,ENG,,,"['Politics', 'Economy', 'Sports', 'Media']",0
5393,Asma Shirazi,Hum News,Jang,Punjab,Lahore,Media,Newspaper circulation declines,,5000000.0,,-1.323154344,3.0,38993.0,165775.0,10000000.0,1,0,2021-06-18,English,Pro-Govt,,"['Politics', 'Media']",1
5394,Umar Cheema,AbbTakk News,Jang,KPK,Peshawar,Education,Punjab bans junk food in schools,77.9568557,12291948.0,95.0,,5.0,147815.0,167378.0,5000000.0,,0,2023-09-14,urdu,,26313.0,"['Crime', 'Politics']",0
5395,Rauf Klasra,ARY News,Dawn,KPK,Peshawar,Environment,Floods devastate Sindh villages,,20000000.0,,,1.0,45.88429365,,,,0,2022-11-09,Urdu,Neutral,,"['Politics', 'Economy']",0
5396,Kamran Khan,Dawn News,Dawn,Islamabad,Islamabad,Environment,Floods devastate Sindh villages,,11277656.0,,,,442765.0,18723.0,,,0,2024-03-03,ENG,,10715.0,"['Politics', 'Economy', 'Sports', 'Media']",0
5397,Ansar Abbasi,Express News,The News,Punjab,Lahore,Media,PEMRA issues warning to multiple channels,,20000000.0,400.0,-0.8946301715,,,,,1,0,2023-05-12,ENG,Opposition,20371.0,"['Judiciary', 'Politics']",0
5398,Kamran Shahid,Hum News,Daily Pakistan,KPK,Peshawar,Environment,Floods devastate Sindh villages,25.55143581,1000000.0,,,,14.17307646,80684.0,,1,0,2023-05-20,English,,23508.0,"['Politics', 'Media']",0
5399,Kamran Khan,Express News,Nawa-i-Waqt,Punjab,Multan,Health,Vaccination drive faces shortage,,20000000.0,,1.188136553,-1.0,32.71977987,14952.0,1894192.433,1,0,2023-08-25,,Pro-Govt,27220.0,"['Politics', 'Economy', 'Sports', 'Media']",0
5400,Shahzeb Khanzada,ARY News,Express Tribune,AJK,Muzaffarabad,Environment,Floods devastate Sindh villages,,20000000.0,23.0,1.892872382,,22.88362905,,10000000.0,,0,2022-12-05,urdu,Neutral,,"['Politics', 'Economy', 'Media']",0
5401,Ansar Abbasi,AbbTakk News,Nawa-i-Waqt,Islamabad,Islamabad,Education,University students protest fee hikes,,1000000.0,18.0,,,185127.0,,5000000.0,0,0,2019-08-08,English,Opposition,20371.0,"['Judiciary', 'Politics']",0
5402,Mohsin Raza,ARY News,Dawn,KPK,Peshawar,Sports,PSL Final: Lahore Qalandars vs Karachi Kings,10.81707162,5000000.0,,1.527207306,4.0,1849151.0,137343.0,10000000.0,0,0,2020-02-25,,Neutral,6255.0,"['Media', 'Politics']",0
5403,Owais Tohid,Dawn News,Jang,KPK,Peshawar,Sports,Cricket team departs for World Cup,,,,,5.0,,,1475550.212,1,0,2020-03-17,ENG,Neutral,27103.0,"['Media', 'Politics']",0
5404,Kamran Shahid,Geo News,Jang,Sindh,Hyderabad,Economy,Dollar hits 300 in open market,,20000000.0,449.0,-0.09483574308,,,,723922.4612,0,0,2023-02-11,English,Neutral,,"['Politics', 'Media']",0
5405,Saleem Safi,Dawn News,Dawn,AJK,Muzaffarabad,Politics,Khan addresses rally in Multan,80.87095913,,,,4.0,943617.0,,3285617.312,1,0,2019-03-03,urdu,Pro-Govt,,"['Politics', 'Terrorism']",1
5406,Kamran Shahid,ARY News,Nawa-i-Waqt,KPK,Peshawar,Crime,New universities to be established,94.06764635,1000000.0,367.0,,,21.87648522,67645.0,2749536.092,,0,2022-12-02,,Pro-Govt,,"['Politics', 'Media']",0
5407,Dr. Shahid Masood,Dawn News,Daily Pakistan,Sindh,Karachi,Environment,Thousands displaced due to rains,85.4369925,,482.0,,,1651956.0,,5000000.0,0,0,2019-04-21,urdu,,25511.0,"['Politics', 'Judiciary']",0
5408,Kamran Khan,Samaa TV,The News,KPK,Peshawar,Terrorism,Army chief meets PM over political crisis,,20000000.0,114.0,,,13.93156874,131385.0,3293195.967,1,0,2018-10-26,English,,,"['Politics', 'Economy', 'Sports', 'Media']",0
5409,Umar Cheema,AbbTakk News,Daily Pakistan,KPK,Peshawar,Terrorism,Five soldiers martyred in ambush,69.9500847,9226155.0,,,3.0,0.9696119946,38491.0,10000000.0,,0,2022-07-17,ENG,Opposition,39184.0,"['Crime', 'Politics']",0
5410,Umar Cheema,Hum News,The News,KPK,Peshawar,Politics,Khan addresses rally in Multan,,3597715.0,155.0,,1.0,9.827183237,,5000000.0,0,0,2019-08-01,urdu,Opposition,,"['Crime', 'Politics']",1
5411,Ansar Abbasi,Geo News,Dawn,Punjab,Multan,Crime,Top court rejects NAB report,,5000000.0,,-1.447844347,,0.1623697565,,5000000.0,0,0,2025-07-12,ENG,Opposition,44894.0,"['Judiciary', 'Politics']",0
5412,Owais Tohid,Geo News,The News,Islamabad,Islamabad,Economy,Trade deficit widens again,100.0,20000000.0,484.0,-1.338313194,-1.0,4.13589055,133503.0,5000000.0,1,1,2021-11-11,English,Opposition,33744.0,"['Media', 'Politics']",0
5413,Dr. Shahid Masood,Geo News,Dawn,Balochistan,Quetta,Politics,SC disqualifies minister in assets case,,20000000.0,,,,,,10000000.0,0,0,2020-08-04,Urdu,Pro-Govt,,"['Politics', 'Judiciary']",1
5414,Ansar Abbasi,Dawn News,The News,Punjab,Lahore,Politics,Election rigging scandal unfolds in Lahore,7.079110189,5000000.0,,-1.519099895,,1831025.0,189047.0,5000000.0,0,0,2023-07-15,urdu,Opposition,48217.0,"['Judiciary', 'Politics']",1
5415,Asma Shirazi,Express News,Dawn,AJK,Muzaffarabad,Terrorism,Attack on Army convoy in Waziristan,,,,,-1.0,1203300.0,,10000000.0,0,0,2025-10-14,Urdu,Pro-Govt,,"['Politics', 'Media']",0
5416,Mohsin Raza,ARY News,Dawn,AJK,Muzaffarabad,Crime,Counter-terrorism department arrests suspects,,12760485.0,,,,273676.0,,5000000.0,0,0,2023-04-09,urdu,Opposition,5935.0,"['Media', 'Politics']",0
5417,Ansar Abbasi,ARY News,The News,Sindh,Karachi,Economy,Budget deficit reaches record high,100.0,,,-1.188693416,,1037405.0,26533.0,,1,0,2020-11-21,English,,17652.0,"['Judiciary', 'Politics']",0
5418,Owais Tohid,Dawn News,The News,Punjab,Multan,Crime,Counter-terrorism department arrests suspects,,,118.0,,,26.24746134,,10000000.0,1,0,2025-12-06,,Neutral,1084.0,"['Media', 'Politics']",0
5419,Nusrat Javed,Geo News,Express Tribune,KPK,Peshawar,Sports,Women cricket team sets new record,,20000000.0,2.0,-1.542721174,,237954.0,147621.0,10000000.0,1,0,2021-01-19,ENG,,18336.0,"['Politics', 'Media']",0
5420,Ansar Abbasi,ARY News,Jang,Punjab,Multan,Sports,Health workers go on strike in Punjab,,,225.0,,4.0,43.66899629,56748.0,,1,0,2024-07-05,Urdu,Pro-Govt,34220.0,"['Judiciary', 'Politics']",0
5421,Matiullah Jan,Dawn News,Jang,Islamabad,Islamabad,Politics,PPP vs PMLN war of words heats up,,,,,5.0,42.37467163,,5000000.0,0,0,2018-11-14,urdu,,48929.0,"['Judiciary', 'Politics']",1
5422,Ansar Abbasi,Geo News,Jang,Sindh,Karachi,Sports,Hockey team faces funding crisis,,7162214.0,300.0,-0.9892936775,1.0,,102360.0,2297530.281,,0,2022-07-20,English,Pro-Govt,,"['Judiciary', 'Politics']",0
5423,Nusrat Javed,Express News,Nawa-i-Waqt,AJK,Muzaffarabad,Crime,Court orders release of missing persons,,18000204.0,,-0.4152121258,,,,10000000.0,0,0,2019-03-07,Urdu,Opposition,27190.0,"['Politics', 'Media']",0
5424,Shahzeb Khanzada,ARY News,Daily Pakistan,Punjab,Lahore,Health,Hospitals face medicine shortages,74.5851792,487919.0,,,3.0,,,,1,0,2025-07-17,Urdu,,24817.0,"['Politics', 'Economy', 'Media']",0
5425,Dr. Shahid Masood,Dawn News,Daily Pakistan,AJK,Muzaffarabad,Judiciary,Health workers go on strike in Punjab,,,,-0.08999652479,,,,,0,0,2020-03-28,English,,,"['Politics', 'Judiciary']",1
5426,Ansar Abbasi,AbbTakk News,Jang,AJK,Muzaffarabad,Environment,Relief camp set up in Multan,61.83603888,,272.0,,,2.132336649,,10000000.0,0,0,2024-02-06,urdu,,6316.0,"['Judiciary', 'Politics']",0
5427,Nusrat Javed,Geo News,Nawa-i-Waqt,Balochistan,Quetta,Judiciary,CJ addresses bar association,88.06614281,20000000.0,84.0,0.6514120793,,,,5000000.0,1,0,2021-10-05,English,,24805.0,"['Politics', 'Media']",0
5428,Asma Shirazi,ARY News,The News,Punjab,Multan,Education,Private schools increase fees,,5000000.0,,0.695759586,4.0,32.92177337,,5000000.0,,0,2025-11-05,,Opposition,,"['Politics', 'Media']",0
5429,Rauf Klasra,ARY News,Dawn,Sindh,Karachi,Judiciary,Case adjourned till next week,,5000000.0,475.0,,4.0,,,10000000.0,1,0,2025-06-27,English,,,"['Politics', 'Economy']",0
5430,Kamran Khan,Dawn News,Dawn,Sindh,Hyderabad,Economy,PM announces new economic reforms,,20000000.0,,0.3437455068,2.0,43.26419592,155411.0,2766446.976,0,0,2018-03-03,ENG,Opposition,,"['Politics', 'Economy', 'Sports', 'Media']",1
5431,Rauf Klasra,Express News,Dawn,Punjab,Lahore,Environment,Flood relief funds under scrutiny,5.677765358,18725902.0,,,5.0,966357.0,92958.0,5000000.0,1,0,2020-01-27,urdu,Opposition,,"['Politics', 'Economy']",0
