ID,Journalist,Channel,Newspaper,Region,City,Topic,Headline,Ratings,Revenue,Airtime,SentimentScore,BiasScore,Viewership,Shares,AdSpend,ControversyFlag,MissingDataFlag,Date,Language,PoliticalAffiliation,SocialMediaInteractions
6097,Talat Hussain,ary,Express Tribune,Sindh,Peshawar,Economy,News anchor resigns citing threats,1.620154279,,,1.026091461,5,,,2542458.625,No,,2018-09-18,Urdu,Pro-Govt,
6098,Dr. Shahid Masood,ARYNEWS,Dawn,Balochistan,Peshawar,Health,Polio cases reported in KPK,35.81420471,10 lakh,477,1.501923445,3,24.18262114,77324,329536.8259,0,1,2020-06-27,urdu,Neutral,
6099,Kamran Shahid,ARYNEWS,Jang,AJK,Lahore,Crime,Women cricket team sets new record,,9117869,,,2,46.24922969,,1 crore,1,0,2024-01-18,Urdu,Neutral,
6100,Shahzeb Khanzada,Samaa,Jang,AJK,Lahore,Media,Hockey team faces funding crisis,91.75954728,,221,-0.3741594177,,40.53664173,44650,1 crore,1,0,2020-04-27,ENG,Neutral,
6101,Nusrat Javed,ary,Dawn,Punjab,Peshawar,Politics,International squash event begins in Islamabad,,2 crore,,,,,194359,,Yes,1,2025-08-10,ENG,Pro-Govt,
6102,Talat Hussain,Express-News,Nawa-i-Waqt,KPK,Islamabad,Education,Vaccination drive faces shortage,,2 crore,177,,,1411300,,4899515.042,1,1,2020-09-17,,Pro-Govt,37418
6103,Saleem Safi,hum news,Express Tribune,Sindh,Multan,Sports,Geo TV faces heavy fines by PEMRA,115.0768614,5 million,130,1.137312122,,,,50 lakh,No,0,2021-07-17,Urdu,Opposition,16117
6104,Ansar Abbasi,Express-News,Dawn,Balochistan,Quetta,Sports,Government launches CPEC project in Gwadar,6.078916607,5 million,,1.212680196,,1751024,140053,1 crore,Yes,0,2019-09-16,English,Neutral,
6105,Matiullah Jan,ary,The News,Punjab,Quetta,Education,New tax reforms spark debate in parliament,,10 lakh,,-0.5405218791,4,761459,,34161.93037,1,1,2022-09-13,urdu,Neutral,
6106,RAUF KLASSRA,Express-News,Daily Pakistan,Balochistan,Peshawar,Crime,Army chief meets PM over political crisis,56.5651716,,296,,-1,,,2023642.703,,1,2018-08-08,Urdu,Pro-Govt,
6107,Asma Shirazi,Express,Express Tribune,AJK,Rawalpindi,Crime,New tax reforms spark debate in parliament,,5 million,476,,2,14.86696925,,,,1,2020-01-11,ENG,,23500
6108,Mohsin Raza,ARY,Jang,Islamabad,Lahore,Health,Opposition stages walkout in National Assembly,14.12701669,5 million,,-1.671058786,,1548454,112816,50 lakh,No,0,2021-05-20,urdu,Neutral,
6109,RAUF KLASSRA,ary,The News,KPK,Karachi,Health,HEC budget slashed again,112.5149235,2 crore,,-1.763695604,2,319927,177753,1 crore,,0,2023-06-24,,Pro-Govt,
6110,Nusrat Javed,ARYNEWS,Dawn,AJK,Islamabad,Crime,ARY anchor arrested in midnight raid,92.38145059,2 crore,126,-0.257333656,0,17.5770581,,50 lakh,Yes,0,2023-01-25,Urdu,Pro-Govt,44925
6111,Dr. Shahid Masood,geo,Express Tribune,Balochistan,Peshawar,Sports,Quetta blast: ISPR releases statement,65.18003468,5 million,,0.0393741453,,13.89235214,,50 lakh,No,1,2021-04-08,,Neutral,6438
6112,Shahzeb Khanzada,Geo,Jang,Balochistan,Peshawar,Media,Suicide bombing in Peshawar mosque,61.09073282,5 million,261,-0.7598887445,1,,102612,50 lakh,,1,2025-12-24,ENG,Pro-Govt,33375
6113,Umar Cheema,Geo,Nawa-i-Waqt,KPK,Peshawar,Education,Government announces new health policy,28.84832567,,322,,3,1333691,,3229048.431,,,2025-02-06,ENG,Opposition,
6114,Najam Sethi,DawnNews,Jang,Sindh,Peshawar,Sports,Doctors protest low salaries,88.73147527,5 million,,0.4323677501,4,,22128,,Yes,0,2020-11-08,urdu,,
6115,shahzeb khanzada,SAMAA TV,Dawn,Balochistan,Islamabad,Judiciary,Women cricket team sets new record,57.95439051,1818539,259,0.005635990041,1,41.00861542,,,Yes,,2024-09-04,,Neutral,37398
6116,shahzeb khanzada,ARY,Express Tribune,Balochistan,Peshawar,Politics,HEC budget slashed again,6.490434641,2 crore,258,,3,1245236,,1 crore,,,2023-07-22,ENG,Pro-Govt,
6117,Mohsin Raza Khan,HUM News,Dawn,Sindh,Quetta,Crime,Babar Azam century wins the game,105.3538387,,337,,,43.42545292,69342,1 crore,No,1,2021-01-26,,Pro-Govt,36642
6118,Kamran Khan,Express,Jang,Sindh,Quetta,Terrorism,New universities to be established,86.27279854,7692388,,0.5840097008,0,1266069,83197,50 lakh,,1,2022-09-16,urdu,Opposition,
6119,RAUF KLASSRA,HUM News,Daily Pakistan,AJK,Islamabad,Crime,Teachers boycott classes in KP,,10 lakh,,-0.8804966035,,,114480,50 lakh,No,0,2018-03-03,urdu,Pro-Govt,
6120,RAUF KLASSRA,GEO NEWS,The News,Sindh,Karachi,Politics,Cabinet approves controversial media law,,10 lakh,318,-1.226296153,-1,269169,,1 crore,No,,2018-03-15,ENG,,
6121,Asma Shirazi,ARY,Jang,Islamabad,Rawalpindi,Crime,Digital media gaining popularity,91.15120949,8081399,,-0.9501992888,1,,,1811920.172,No,0,2025-05-14,English,Pro-Govt,
6122,Mohsin Raza,DawnNews,Nawa-i-Waqt,Balochistan,Karachi,Sports,Geo TV faces heavy fines by PEMRA,116.0328629,5 million,274,1.123848189,,1881485,11914,2112899.754,,1,2023-08-05,,Neutral,48147
6123,Talat Hussain,Express-News,Express Tribune,Islamabad,Islamabad,Media,IMF deal finalised today,82.12216586,5 million,142,-0.930212098,,27.3661937,,50 lakh,1,0,2018-01-19,English,,
6124,Nusrat Javed,GEO NEWS,Jang,Balochistan,Hyderabad,Terrorism,Hockey team faces funding crisis,58.42904491,2 crore,,,,,183454,,1,,2024-03-13,English,,
6125,Dr. Shahid Masood,Samaa,Nawa-i-Waqt,KPK,Peshawar,Health,Opposition stages walkout in National Assembly,78.46132241,6277230,,,,1963305,169944,4685180.26,1,0,2022-12-07,,,
6126,Mohsin Raza Khan,ARY,Daily Pakistan,Punjab,Peshawar,Politics,Five soldiers martyred in ambush,,5 million,,1.587212399,,40.74297311,,3740352.969,,1,2024-06-02,English,Neutral,41301
6127,shahzeb khanzada,ARYNEWS,Dawn,AJK,Lahore,Education,Teachers boycott classes in KP,,12803580,,-0.9824396485,1,140302,127257,50 lakh,0,,2018-08-15,urdu,,
6128,Ansar Abbasi,Express,Dawn,Punjab,Hyderabad,Crime,High Court stays government decision,70.94637321,5 million,,,,31.97341034,199766,,1,0,2019-04-13,English,Opposition,38064
6129,Kamran Khan,Express-News,The News,Punjab,Multan,Sports,Revenue from tax declines drastically,83.19557236,10 lakh,,0.7801465317,,27.90037543,40097,901351.4916,Yes,,2021-08-01,urdu,Neutral,21932
6130,Saleem Safi,hum news,The News,Islamabad,Islamabad,Judiciary,Bomb blast near Karachi market,,3593964,186,-1.324970232,-1,37.48013129,,1 crore,No,,2022-04-13,English,Opposition,
6131,Kamran Khan,DawnNews,The News,KPK,Hyderabad,Economy,IMF deal finalised today,47.70800957,2 crore,,,4,,,50 lakh,No,,2019-11-19,ENG,Opposition,
6132,Ansar Abbasi,ARY News,Daily Pakistan,Punjab,Multan,Health,Bomb blast near Karachi market,,2 crore,,,0,,91946,50 lakh,No,0,2021-08-15,English,,
6133,Shahzeb Khanzada,hum news,Daily Pakistan,Islamabad,Rawalpindi,Media,Dollar hits 300 in open market,,,,0.9408264499,,177417,155201,1 crore,No,,2019-11-06,ENG,,12091
6134,Mohsin Raza,ARY News,Daily Pakistan,Punjab,Hyderabad,Economy,Thousands displaced due to rains,-0.3982670549,10 lakh,,-1.161564584,1,1697152,,,No,1,2023-11-21,,Opposition,47267
6135,Saleem Safi,SAMAA TV,Daily Pakistan,KPK,Multan,Education,Lawyers boycott proceedings,,10 lakh,,1.002454565,,261438,,,1,,2020-05-17,Urdu,Pro-Govt,
6136,Najam Sethi,hum news,The News,Punjab,Quetta,Terrorism,Attack on Army convoy in Waziristan,,5 million,250,1.014869471,3,9.592665322,71909,4862373.714,,1,2021-03-17,ENG,Neutral,
6137,Talat Hussain,HUM News,Express Tribune,AJK,Karachi,Economy,Trade deficit widens again,98.71151377,2 crore,,-0.02075783595,3,7.887011527,74462,,0,1,2018-02-25,Urdu,,48270
6138,Owais Tohid,AbbTakk News,Express Tribune,Islamabad,Hyderabad,Terrorism,Government to increase petrol price by Rs. 20,9.245363676,2 crore,259,,,40.39406277,,,No,0,2022-01-23,ENG,,13289
6139,shahzeb khanzada,GEO NEWS,Dawn,Sindh,Lahore,Politics,Dawn faces backlash over editorial,16.20526956,,492,1.599195166,0,,,3975148.891,1,1,2018-06-20,urdu,Opposition,46277
6140,shahzeb khanzada,Express,Dawn,Punjab,Peshawar,Sports,Exports see slight recovery,17.65244813,2 crore,,1.706288406,0,42.40213873,,,0,1,2021-02-04,,Pro-Govt,34448
6141,shahzeb khanzada,GEO NEWS,Express Tribune,Balochistan,Hyderabad,Politics,COVID resurfaces in Islamabad schools,100.4995949,9613965,479,-0.8705908265,,652986,177372,1 crore,1,,2025-03-19,Urdu,Opposition,26198
6142,Mohsin Raza Khan,ARY News,Nawa-i-Waqt,Sindh,Multan,Education,High Court stays government decision,,,472,0.5260832782,,1154623,,,No,0,2024-03-01,ENG,Neutral,
6143,Nusrat Javed,GEO NEWS,Jang,AJK,Multan,Sports,Doctors protest low salaries,40.98834088,5 million,,,,,40180,,,1,2025-04-12,,Opposition,9970
6144,Mohsin Raza Khan,ARYNEWS,Express Tribune,Punjab,Quetta,Sports,Counter-terrorism department arrests suspects,,2 crore,,-1.499681306,,,38087,1 crore,0,,2022-03-28,English,Opposition,27942
6145,Saleem Safi,ARY,Nawa-i-Waqt,AJK,Islamabad,Health,Geo TV faces heavy fines by PEMRA,16.54047853,10 lakh,244,,,,,1 crore,,0,2020-03-26,ENG,Neutral,
6146,Saleem Safi,Express-News,The News,Balochistan,Lahore,Terrorism,Flood relief funds under scrutiny,64.61070859,8639242,412,,2,,155825,,1,0,2023-07-25,English,Opposition,45363
6147,RAUF KLASSRA,ARYNEWS,Nawa-i-Waqt,Sindh,Islamabad,Media,Health crisis follows floods,55.55224333,2 crore,202,,0,38.17363843,182193,2157036.014,0,,2023-11-16,,Neutral,
6148,Matiullah Jan,GEO NEWS,Express Tribune,Punjab,Lahore,Economy,Court orders release of missing persons,,10 lakh,345,-0.3552968572,,1288869,54082,50 lakh,1,1,2025-02-23,Urdu,Opposition,34082
6149,Mohsin Raza Khan,Samaa,Jang,Balochistan,Hyderabad,Health,Pakistan faces defeat in hockey series,,5 million,423,,1,,116559,50 lakh,0,1,2022-02-03,English,Opposition,
6150,Talat Hussain,ARY,The News,Sindh,Karachi,Media,Curriculum reforms announced,101.5082756,,,1.297498996,-1,1501030,49453,1 crore,Yes,,2018-12-12,,Pro-Govt,814
6151,RAUF KLASSRA,DAWN,The News,KPK,Karachi,Judiciary,Government launches CPEC project in Gwadar,,2 crore,437,,,3.233338528,39409,,,,2019-10-28,Urdu,Pro-Govt,48630
6152,K. Khan,Geo,Jang,KPK,Peshawar,Health,Babar Azam century wins the game,86.79723718,5222689,,1.129519845,4,1277975,151745,769591.7819,,0,2022-11-08,Urdu,,
6153,Umar Cheema,Geo,The News,Balochistan,Lahore,Economy,Ban on talkshows sparks outrage,91.60774693,4152113,63,,,494086,14058,4226769.814,Yes,,2024-04-07,urdu,Pro-Govt,30181
6154,Saleem Safi,DAWN,Nawa-i-Waqt,Punjab,Quetta,Politics,Revenue from tax declines drastically,108.6090936,10897174,281,0.7253726236,,29.54771091,,1 crore,,0,2021-10-17,urdu,Opposition,
6155,Kamran Khan,DAWN,Express Tribune,Punjab,Rawalpindi,Crime,Election rigging scandal unfolds in Lahore,,10 lakh,294,,,,,50 lakh,,0,2025-07-20,English,Opposition,35048
6156,Nusrat Javed,Express-News,The News,Punjab,Multan,Judiciary,Teachers boycott classes in KP,48.35068853,5 million,26,1.329573144,3,32.74689755,,,Yes,0,2022-02-09,,Pro-Govt,
6157,Ansar Abbasi,DawnNews,Jang,Sindh,Multan,Judiciary,Mental health awareness campaign launched,,2 crore,,-0.1237389164,,45.53169165,,,No,0,2021-05-01,,,44961
6158,shahzeb khanzada,GEO NEWS,Jang,Punjab,Peshawar,Terrorism,Flood relief funds under scrutiny,,2 crore,,0.796072066,0,7.18649761,,1 crore,Yes,0,2022-09-19,ENG,Pro-Govt,26014
6159,Shahzeb Khanzada,ary,The News,Balochistan,Multan,Sports,Journalists protest censorship in Islamabad,61.92008971,5 million,,,2,551043,,285251.6487,0,0,2018-08-03,,Pro-Govt,4557
6160,Rauf Klasra,Samaa,Dawn,Balochistan,Rawalpindi,Economy,Villages submerged in southern Punjab,18.18411015,2 crore,107,,-1,57628,110342,50 lakh,0,0,2021-01-12,urdu,Pro-Govt,20916
6161,Nusrat Javed,ARYNEWS,The News,KPK,Hyderabad,Education,ARY anchor arrested in midnight raid,,,,,,,78821,1380261.614,0,0,2022-09-09,,Pro-Govt,
6162,Ansar Abbasi,hum news,Dawn,Sindh,Lahore,Terrorism,Khan addresses rally in Multan,,10 lakh,,,1,,61020,50 lakh,0,,2024-01-27,Urdu,,
6163,Asma Shirazi,HUM News,Nawa-i-Waqt,Sindh,Quetta,Education,Senate passes constitutional amendment,36.96276456,10 lakh,,-0.3458321341,5,,,,,1,2024-05-04,,Neutral,
6164,shahzeb khanzada,ARYNEWS,The News,Balochistan,Rawalpindi,Media,Digital media gaining popularity,,,228,-0.8252339969,,581298,189922,,1,,2019-12-07,urdu,,
6165,Ansar Abbasi,Samaa,Nawa-i-Waqt,Balochistan,Islamabad,Terrorism,Hockey team faces funding crisis,51.57683081,10 lakh,,-0.2052401493,,23.80191996,,,No,,2024-11-10,ENG,Pro-Govt,24853
6166,Umar Cheema,ARY,Dawn,AJK,Lahore,Judiciary,"Media freedom at risk, says HRCP report",68.27780165,,,0.2659886568,,21.54656354,11126,1 crore,0,,2020-08-08,ENG,Neutral,
6167,Saleem Safi,ary,Daily Pakistan,KPK,Rawalpindi,Economy,Army chief meets PM over political crisis,35.8856548,,,1.950914826,2,36.93127635,130319,50 lakh,0,0,2022-02-26,urdu,Opposition,
6168,Owais Tohid,Express,Nawa-i-Waqt,AJK,Quetta,Politics,Vaccination drive faces shortage,,6825754,351,,,9.184798661,103646,2735995.143,No,,2018-04-01,urdu,Neutral,
6169,Saleem Safi,AbbTakk News,The News,Balochistan,Hyderabad,Sports,Remittances fall sharply in July,,5 million,,,,375199,118987,1 crore,0,1,2022-03-18,English,Pro-Govt,
6170,Dr. Shahid Masood,DawnNews,Jang,KPK,Multan,Education,Khan addresses rally in Multan,,2 crore,164,,,14.58681313,78430,1 crore,1,0,2020-08-08,ENG,Pro-Govt,
6171,Shahzeb Khanzada,ARYNEWS,The News,KPK,Islamabad,Health,Teachers boycott classes in KP,46.29690758,2 crore,478,,,13.61594204,,3631321.632,0,1,2020-12-12,urdu,,32202
6172,Ansar Abbasi,ary,Dawn,Islamabad,Peshawar,Media,University students protest fee hikes,17.35972453,2 crore,,0.06929357497,4,,63004,891625.1202,,0,2021-06-06,Urdu,Pro-Govt,
6173,Matiullah Jan,GEO NEWS,Express Tribune,Balochistan,Lahore,Economy,Terrorist attack in Quetta leaves 20 dead,31.59354899,5 million,,,-1,4.713170821,175534,1 crore,1,1,2020-10-11,,Pro-Govt,
6174,Umar Cheema,ary,Express Tribune,Sindh,Quetta,Economy,Khan addresses rally in Multan,39.90801453,10 lakh,,,,,,50 lakh,Yes,,2023-12-05,,Neutral,
6175,Umar Cheema,Samaa,Nawa-i-Waqt,AJK,Lahore,Terrorism,Militant hideout destroyed in KPK,107.2344537,,110,,,737738,,3400878.465,1,,2022-09-06,,Pro-Govt,16028
6176,Rauf Klasra,hum news,Nawa-i-Waqt,Balochistan,Hyderabad,Sports,Suicide bombing in Peshawar mosque,7.957052641,10 lakh,,,1,1455472,,3152573.234,1,1,2022-06-26,urdu,Pro-Govt,
6177,Nusrat Javed,Samaa,Nawa-i-Waqt,Sindh,Hyderabad,Education,Student unions demand restoration,102.1934106,2 crore,,0.7012741651,5,,176088,2403945.431,Yes,,2023-12-08,urdu,Opposition,
6178,RAUF KLASSRA,DawnNews,The News,Islamabad,Quetta,Sports,COVID resurfaces in Islamabad schools,51.34448654,2 crore,,0.1064199837,,3.477328231,,,1,,2024-08-26,urdu,Neutral,
6179,Shahzeb Khanzada,HUM News,Jang,Islamabad,Islamabad,Judiciary,Khan addresses rally in Multan,46.9911088,432238,292,,,532253,5581,50 lakh,1,1,2019-08-11,ENG,,
6180,Umar Cheema,ARYNEWS,Express Tribune,AJK,Lahore,Sports,Opposition stages walkout in National Assembly,,2 crore,172,,,452232,148398,4287762.401,,0,2018-07-08,urdu,,
6181,Nusrat Javed,GEO NEWS,Daily Pakistan,Islamabad,Lahore,Sports,Karachi drainage system collapses,,6473327,425,-1.254512117,,,,50 lakh,1,,2024-02-03,urdu,,
6182,Ansar Abbasi,AbbTakk News,Dawn,Sindh,Rawalpindi,Education,New tax reforms spark debate in parliament,,5 million,221,-1.640249945,,4.806016589,53906,50 lakh,1,0,2020-05-14,English,Pro-Govt,
6183,RAUF KLASSRA,DAWN,Daily Pakistan,Sindh,Islamabad,Media,Suicide bombing in Peshawar mosque,30.77109866,2 crore,,-0.7629206018,4,5.085433203,,1 crore,No,,2025-10-12,urdu,,
6184,Ansar Abbasi,Express,Daily Pakistan,Punjab,Quetta,Education,Opposition stages walkout in National Assembly,,11835481,498,,,1420041,,50 lakh,Yes,1,2025-08-20,ENG,Pro-Govt,47078
6185,Kamran Shahid,Express-News,The News,Punjab,Karachi,Media,Budget deficit reaches record high,-2.435774178,5 million,,,4,49.1632816,180313,1 crore,,,2018-04-03,Urdu,Opposition,
6186,Ansar Abbasi,Express-News,Daily Pakistan,AJK,Lahore,Terrorism,ARY anchor arrested in midnight raid,67.16408164,,,,,37.62568297,57955,3179473.336,,0,2020-02-15,English,,
6187,Umar Cheema,hum news,Dawn,Balochistan,Quetta,Health,Five soldiers martyred in ambush,,553297,166,,,,,50 lakh,,1,2020-04-18,urdu,,34435
6188,Mohsin Raza,Geo,Jang,Islamabad,Peshawar,Judiciary,HEC budget slashed again,55.16159027,9105855,,,1,,129581,50 lakh,Yes,1,2024-04-23,urdu,Neutral,
6189,K. Khan,ARYNEWS,The News,Sindh,Peshawar,Economy,Flood relief funds under scrutiny,34.99580734,10 lakh,97,0.9001325153,,,192641,50 lakh,No,,2024-04-04,urdu,Pro-Govt,
6190,Umar Cheema,DAWN,Daily Pakistan,Punjab,Lahore,Terrorism,Mental health awareness campaign launched,,5 million,,,3,714345,197536,1 crore,No,0,2019-05-09,,,28590
6191,Ansar Abbasi,hum news,The News,Sindh,Multan,Terrorism,NDMA warns of heavy rains in Punjab,115.5429626,,,,,,31651,1 crore,No,,2022-02-03,ENG,,
6192,Kamran Shahid,ARYNEWS,Daily Pakistan,AJK,Quetta,Terrorism,Attack on Army convoy in Waziristan,14.80681554,2 crore,,0.3972824496,-1,44.1575628,13723,50 lakh,,,2024-12-22,,Opposition,39927
6193,Umar Cheema,Express-News,Express Tribune,KPK,Multan,Politics,PM announces new economic reforms,,5 million,,,2,49.8272635,46281,,No,,2025-10-07,English,,
6194,Mohsin Raza Khan,ARY News,Express Tribune,KPK,Islamabad,Economy,Private schools increase fees,,,,0.753276018,,8.389192883,,,No,1,2018-08-10,Urdu,,
6195,Umar Cheema,HUM News,Daily Pakistan,Sindh,Quetta,Crime,Teachers boycott classes in KP,,10 lakh,370,0.6916974816,2,1045863,,,1,1,2023-10-21,urdu,Pro-Govt,
6196,Najam Sethi,ARY News,Jang,Sindh,Multan,Terrorism,Cricket team departs for World Cup,69.31372,,,0.6844225411,1,1423783,,50 lakh,,,2018-02-08,,Opposition,
6197,Owais Tohid,geo,Nawa-i-Waqt,Sindh,Islamabad,Sports,Government to increase petrol price by Rs. 20,69.35028912,10 lakh,,0.6387713351,0,,181866,4508877.198,No,,2018-12-12,urdu,Pro-Govt,
6198,Rauf Klasra,ARY News,Daily Pakistan,Sindh,Hyderabad,Terrorism,"Media freedom at risk, says HRCP report",97.06424184,3690214,,,,1169502,14273,,Yes,1,2022-07-21,Urdu,Opposition,31161
6199,K. Khan,SAMAA TV,Daily Pakistan,Islamabad,Islamabad,Media,Dawn faces backlash over editorial,,2 crore,232,,1,,183113,50 lakh,Yes,,2021-05-13,English,Neutral,
6200,Matiullah Jan,Geo,The News,Sindh,Lahore,Media,Climate change worsening floods,,2 crore,,,1,10.89252661,100302,,0,,2021-02-13,Urdu,Opposition,
6201,Kamran Khan,AbbTakk News,The News,Punjab,Karachi,Terrorism,"Media freedom at risk, says HRCP report",52.50549933,2 crore,,0.05467194289,-1,,28847,1 crore,No,0,2021-01-20,English,Pro-Govt,
6202,Umar Cheema,ARY News,Nawa-i-Waqt,Sindh,Multan,Sports,Five soldiers martyred in ambush,74.11231429,2 crore,,,,,76483,50 lakh,Yes,1,2023-06-13,,Opposition,
6203,Rauf Klasra,geo,The News,KPK,Quetta,Sports,Climate change worsening floods,,5 million,-9,,,1192048,,599197.7967,No,0,2021-06-28,English,Neutral,
6204,Matiullah Jan,GEO NEWS,Jang,KPK,Hyderabad,Terrorism,Trade deficit widens again,89.19383179,10 lakh,,,-1,89545,,50 lakh,Yes,0,2019-12-14,urdu,Neutral,48652
6205,Ansar Abbasi,ARY News,Jang,Sindh,Multan,Terrorism,Digital media gaining popularity,,,240,-1.744619488,,17.91358021,,1 crore,0,0,2025-10-22,English,Pro-Govt,
6206,K. Khan,geo,Nawa-i-Waqt,KPK,Karachi,Sports,Health crisis follows floods,68.84430083,2 crore,402,,,26.8749001,,-14153.35629,0,0,2022-12-25,Urdu,Opposition,
6207,Asma Shirazi,SAMAA TV,Daily Pakistan,Punjab,Karachi,Judiciary,New universities to be established,10.18889821,2 crore,123,0.740306154,0,,39402,50 lakh,Yes,0,2018-08-23,ENG,Pro-Govt,
6208,shahzeb khanzada,ARYNEWS,The News,KPK,Lahore,Health,International squash event begins in Islamabad,93.83225612,7225553,,,1,,,1 crore,Yes,1,2021-08-21,Urdu,Neutral,
6209,shahzeb khanzada,ARY News,Nawa-i-Waqt,KPK,Quetta,Education,Flood relief funds under scrutiny,,5 million,357,,,1764833,134525,50 lakh,,0,2023-02-15,English,,
6210,Najam Sethi,SAMAA TV,Daily Pakistan,KPK,Multan,Sports,International squash event begins in Islamabad,,10 lakh,,,,,59538,,No,,2025-12-28,urdu,Pro-Govt,49622
6211,Mohsin Raza,DawnNews,Express Tribune,Punjab,Peshawar,Terrorism,Teachers boycott classes in KP,,,,,,1.348097258,,1 crore,Yes,0,2023-06-20,English,Neutral,20454
6212,K. Khan,AbbTakk News,Nawa-i-Waqt,Balochistan,Multan,Terrorism,Pakistan seeks investment from Gulf countries,,,364,,1,6.776034938,110600,4095395.73,0,0,2025-06-19,Urdu,Opposition,
6213,Kamran Shahid,GEO NEWS,Express Tribune,Sindh,Lahore,Education,Karachi drainage system collapses,102.5920274,,261,0.0003672960288,,,,2918363.324,,,2022-11-10,English,,1719
6214,Najam Sethi,ARYNEWS,Dawn,Balochistan,Lahore,Politics,Newspaper circulation declines,,19986681,-24,-1.968190773,1,36.0654165,190713,1 crore,0,0,2023-08-14,ENG,Pro-Govt,
6215,Najam Sethi,AbbTakk News,Daily Pakistan,Sindh,Islamabad,Media,Karachi drainage system collapses,,9056296,402,,,,,2063992.99,1,,2018-09-08,urdu,Opposition,
6216,Dr. Shahid Masood,ARY News,Express Tribune,AJK,Islamabad,Politics,Doctors protest low salaries,,5 million,487,,0,39.79673282,,1 crore,No,1,2022-12-06,urdu,,
6217,Owais Tohid,hum news,Express Tribune,Balochistan,Rawalpindi,Media,PEMRA issues warning to multiple channels,,5 million,269,,,1.322634282,85908,1 crore,No,,2020-01-25,English,Opposition,19799
6218,Shahzeb Khanzada,DawnNews,Express Tribune,Islamabad,Lahore,Politics,PM announces new economic reforms,98.14471699,2 crore,245,,5,1774190,118695,64112.94596,,0,2023-04-10,English,Neutral,
6219,Shahzeb Khanzada,GEO NEWS,The News,Sindh,Rawalpindi,Crime,Curriculum reforms announced,,2 crore,,-1.815845408,1,43.55902382,84280,,Yes,,2022-02-26,,,
